qid,question_text
554,Where did Marie-Thérèse Houphouët-Boigny's husband die?
555,When did Manuel De Sica's mother die?
556,"Where did Margaret, Marchioness Of Namur's mother die?"
557,Where was the place of death of the director of film The Palace Of Angels?
558,Where did the director of film Investment (Film) study?
559,Which country the performer of song Right To Dream is from?
560,What nationality is the director of film Armless?
561,Where does Miriam Adelson's husband work at?
562,What is the place of birth of the director of film The Criminal (1926 Film)?
563,Where was the director of film The Swedish Nightingale (Film) born?
564,Who is the spouse of the director of film Ito: A Diary Of An Urban Priest?
565,What is the place of birth of Aleksey Greig's father?
566,What nationality is the director of film Let'S Dance (2009 Film)?
567,"When did William I, Duke Of Brunswick-Lüneburg's father die?"
568,When did Marzuban Ibn Muhammad's father die?
569,Who is the spouse of the director of film The Net 2.0?
570,What is the place of birth of the director of film The Great Citizen?
571,Which country Eleanor Fitzalan's husband is from?
572,Where was the husband of Katherine De Stafford born?
573,Which country Agatha (Wife Of Samuel Of Bulgaria)'s husband is from?
574,What is the place of birth of Princess Amalia Of Saxe-Weimar-Eisenach's husband?
575,What nationality is Andrew Balding's father?
576,Why did the director of film Port Of Seven Seas die?
577,Who is the father of the composer of song I Miss You (Miley Cyrus Song)?
578,Where did the director of film Balls Out (2014 Film) graduate from?
579,What is the place of birth of the director of film The Keeping Room?
580,What is the place of birth of the performer of song Yo No Tengo Nah?
581,What nationality is Geodeung Of Geumgwan Gaya's mother?
582,Why did the performer of song Song To The Siren (Tim Buckley Song) die?
583,Who is the spouse of the director of film Where Mountains Float?
584,Where was the director of film All My Lenins born?
585,Where was the place of burial of the director of film Juke Girl?
586,Where did John Hancock (Australian Businessman)'s mother graduate from?
587,Where did the composer of song Nice Work If You Can Get It (Song) die?
588,"Where did Frederick, Hereditary Prince Of Baden-Durlach's father die?"
589,Where was the place of death of the director of film Down In The Delta?
590,Which country the director of film Desire Inc. is from?
591,Which award the performer of song Watch Me Do got?
592,Where was the place of death of the director of film The Captain From Köpenick (1956 Film)?
593,Where did the performer of song Words Of Love die?
594,When did Guglielma Pallavicini's mother die?
595,Where did Mary Tappan Wright's husband study at?
596,Where was the director of film Redhead (1962 Film) born?
597,What is the place of birth of the director of film Alice: A True Story?
598,Where was the father of Princess Isabella Of Bavaria born?
599,Who is the mother of the director of film Zoolander 2?
600,What nationality is Edward Randolph's father?
601,When did Prince Gustav Of Thurn And Taxis (1848–1914)'s father die?
602,Where was the father of Auguste Pierre Chouteau born?
603,What nationality is the performer of song Mimi (Song)?
604,Who founded the company that published Weekly Asahi Geinō?
605,Where was the director of film Aylwin (Film) born?
606,Where was the place of death of the director of film Youth Of Chopin?
607,What is the place of birth of Rosalie Von Rauch's father?
608,What is the place of birth of the director of film Prostitution (1963 Film)?
609,Where was the place of death of the performer of song I'Ll Come Running Back To You?
610,Where was the father of Elizabeth Richeza Of Poland born?
611,What nationality is the composer of song Invercargill March?
612,What is the date of death of Prince Moulay Hicham Of Morocco's father?
613,Where was the place of death of Brigham Smoot's father?
614,Where was the performer of song Thirty Days (Chuck Berry Song) born?
615,Which country the director of film Tommy Tricker And The Stamp Traveller is from?
616,What is the date of birth of James Bruce Lockhart's father?
617,Where was the director of film See Naples And Die born?
618,Which country the director of film Queen Of Blood (2014 Film) is from?
619,What nationality is the performer of song Lover Not A Fighter?
620,Where was the director of film Sweet Lies (Film) born?
621,What is the date of death of the composer of film Caminito De Gloria?
622,Where was the place of death of Christiane Vulpius's husband?
623,Where was the place of death of Nancy Kassebaum's father?
624,"Are the bands Eleventh Dream Day and The Los Dos Bros, from the same country?"
625,"Which film came out earlier, The Relentless Four or The Asphyx?"
626,"Which film was released more recently, L'Enfant Roi or Abba Aa Hudugi?"
627,"Who lived longer, A.-M. Julien or Ernst Zu Münster?"
628,"Who was born later, Bobbie Hagelin or Pier Duilio Puccetti?"
629,"Who was born first, Thomas Rolfe or Roger Miret?"
630,"Which film was released more recently, Behind Locked Doors or Crossing Delancey?"
631,"Which film was released first, Thrill Kill Jack In Hale Manor or Outing Riley?"
632,Was Olivier De Kersauson or Noel Forbes Humphreys born first?
633,"Who died first, Louis-René De Caradeuc De La Chalotais or Hermann Friedrich Graebe?"
634,Are The Marriage Of William Ashe (1921 Film) and Ad Astra (Film) both from the same country?
635,"Which film came out earlier, Hard Core Logo or Wolves Of The Street?"
636,"Who is older, Gerald Polley or Adolph Braeckeveldt?"
637,"Which film came out earlier, Mio In The Land Of Faraway or I Could Never Be Your Woman?"
638,"Which film was released more recently, Tom At The Farm or Tunisian Victory?"
639,"Which film came out first, The Devil'S Tomb or Especially On Sunday?"
640,"Who died later, Saeed Nafisi or Wilhelm Knechtel?"
641,"Which song was released earlier, Come And See Me or Hanging On To Nothing?"
642,"Who is younger, Guy Arvely Dolsin or Altuğ Çelikbilek?"
643,Are The Buttercup Chain and Happy Is The Bride both from the same country?
644,"Who was born earlier, Gareth Mclearnon or Jenny Ulving?"
645,Are Manga Railway Station and Sidki Railway Station both located in the same country?
646,"Which film was released first, Kill Command or The Romanovs: An Imperial Family?"
647,"Did the bands The Dirty Youth and Poacher (Band), originate from the same country?"
648,"Which album came out first, Steal Hear or Hazırım?"
649,"Did the movies Our Own and Bury Me Behind The Baseboard, originate from the same country?"
650,Was D. A. Powell or Marvin Miller born first?
651,"Which film was released more recently, Scrap Heaven or Twelve Miles Out?"
652,"Which album came out first, Your Body Above Me or We'Re Here With You?"
653,Are Geneviève Pettersen and Edward Peghin from the same country?
654,Did Cooper K. Watson and Jimmy Van Ostrand have the same nationality?
655,"Which film was released earlier, Ek Var Piyu Ne Malva Aavje or Lennon Or Mccartney?"
656,"Who was born first, Emmanuel Goffi or Mariano Pasini?"
657,Was David Fennario or Peter Emanuel Falck born first?
658,Who was born first out of Petko Todorov and Hugo Aufderbeck?
659,"Which film was released more recently, The 7Th Hunt or Gair Kanooni?"
660,"Who died later, Abbye ""Pudgy"" Stockton or Giuseppe Drugman?"
661,"Are The Eyes, The Mouth and Sugar & Spice from the same country?"
662,"Who is older, Ken Bastida or Jargalsaikhany Chuluunbat?"
663,"Which film was released more recently, Radio Tekee Murron or Bahala Chennagide?"
664,"Are the movies Je Suis Né D'Une Cigogne and La Chair De L'Orchidée, from the same country?"
665,"Which film was released more recently, The Adventures Of Barry Mckenzie or Alien Thunder?"
666,"Which film was released first, The Tiger Hunter or Departure Of A Grand Old Man?"
667,Are Cerro Barroso and Chacraraju located in the same country?
668,"Which film was released earlier, Beauty And The Bastard or Crazy On The Outside?"
669,Are Murder In The Big House and The Nuthouse (Film) both from the same country?
670,"Which film came out first, Hotel Der Toten Gäste or The Relative Of His Excellency?"
671,"Which one was established first, Martin'S Potato Chips or Cdv Software?"
672,"Who is older, Marius Mitu or Bea Palya?"
673,"Which film was released earlier, Beavis And Butt-Head Do America or Voyage Of The Rock Aliens?"
674,Were Roscoe Wilmeth and William Elwood Steckler from the same country?
675,Are William David O'Brien and Bob Galvin of the same nationality?
676,Are Salla Huancane and Ichhu Rutuna located in the same country?
677,"Which magazine was published first, Boutique Design or The Print Collector'S Quarterly?"
678,Do Pat Dewine and Daniel Anthony Hart share the same nationality?
679,Are Sheykhian Mari and Surog Charmil both located in the same country?
680,"Which one was established first, Myferrylink or Cressi-Sub?"
681,"Which film was released more recently, Love The Beast or Myn Bala?"
682,"Are both Talovka (Selo), Republic Of Buryatia and Troinka located in the same country?"
683,Were Kyle Wiltjer and Christopher T. Russell from the same country?
684,"Which film was released first, Eternal Theater or Bell Of Purity Temple?"
685,"Who was born earlier, Juan José Cuevas García or Massimiliano Soldani Benzi?"
686,"Which film was released more recently, Toolbox Murders or I Met You In Naples?"
687,"Who was born first, Hannah Cohen or André Sollie?"
688,"Who is younger, Meisam Mostafa-Jokar or Samuel Minturn Peck?"
689,"Which film was released earlier, Memphis Cathouse Blues or Death Bed: The Bed That Eats?"
690,"Which album was released more recently, Veliki Prezir (Album) or Everything Remains (As It Never Was)?"
691,Are Gary Ramey and William Hector Mcmillan from the same country?
692,"Who is younger, Francesco Lepre or Matteo Furlan?"
693,"Which film came out first, Ma And Pa Kettle On Vacation or Operation Amsterdam?"
694,"Which film was released earlier, The Grocer'S Son or Terror Of The Steppes?"
695,"Which film was released earlier, Cloud Dancer or Ingmar'S Inheritance?"
696,Was Laetitia Du Couëdic or Daniel Périgaud born first?
697,"Which film came out first, The Colour Of Your Lips or H. M. Pulham, Esq.?"
698,Do Sherry Ball and Gordon William Hanson have the same nationality?
699,"Which film came out earlier, Scooby-Doo! Shaggy'S Showdown or House On Willow Street?"
700,"Who lived longer, Pablo Riccheri or Nevil Shute?"
701,Were Franco Godoy and Lucina Von Der Heyde from the same country?
702,"Are both high schools, St. Patrick'S High School (Ottawa) and Columbia-Montour Area Vocational-Technical School, located in the same country?"
703,"Who is older, Des Clohessy or Walterina Markova?"
704,"Do the movies Beyond The Reach and Mondovino, originate from the same country?"
705,"Who was born first, Alberto Varela or Raymond Birt?"
706,"Which film was released more recently, The White Planet or The Glass Sphinx?"
707,"Are both mountains, Pizzo Della Croce and Geierwand, located in the same country?"
708,"Who died later, Claude Bramall Burgess or Karl Neukirch?"
709,"Which film was released first, Venmegam or Red Lines?"
710,"Do the movies The Christian Licorice Store and The Crime Of Korea, originate from the same country?"
711,Are Ten Thousand Dollars For A Massacre and Pleasure (1931 Film) from the same country?
712,Are both I Am Because We Are and Our Man Flint from the same country?
713,"Which film was released earlier, The Ballad Of Immortal Joe or Horse Hare?"
714,"Which film was released first, Ranokhetro or Blood And Black Lace?"
715,Are both John Stevens (Victoria Cricketer) and Chloe Shorten from the same country?
716,"Who died earlier, Claire Parker or Chauncey Brewer Sabin?"
717,"Who was born first, Luis Antonio Ramírez Pineda or Weimar Marcos Rodrigues?"
718,"Who lived longer, Ludovico Sabbatini or Marcelino Manuel Da Graça?"
719,"Which film came out first, The Happy Life or King Arthur Was A Gentleman?"
720,"Which film was released more recently, Torrente 2: Misión En Marbella or The Heart Of New York (Film)?"
721,Do Paul Wiggins and Gary Day (Politician) have the same nationality?
722,"Who is older, Werner Jaegerhuber or Peter Skellern?"
723,"Which film came out earlier, Les Saignantes or Irumbu Pookkal?"
724,Are Fernando Luis Ribas Dominicci Airport and Arapahoe Municipal Airport both located in the same country?
725,"Which film came out first, Demolition University or Kumiko, The Treasure Hunter?"
726,Are A Land Imagined and The Story Of A Three-Day Pass both from the same country?
727,"Who was born later, Alena Stolzová or Ibrahim Al-Saqqar?"
728,Was Shakila or Øyvind Leonhardsen born first?
729,Are Puka Punchu (Puno) and Yaritani (Peru) located in the same country?
730,"Who was born first, Enzo Corigliano or Song Dong-Hwan?"
731,"Who was born earlier, Jean-Louis Le Loutre or Regine Schumann?"
732,"Who is older, Esko Tommola or Hughes De Beaumont?"
733,"Which film was released first, On Body And Soul or Pearl Lust?"
734,"Which film was released first, The Beginning Or The End or Hold Back The Night?"
735,"Which film was released earlier, The Battle Of Algiers or Carib Gold?"
736,"Which album came out earlier, The Decline And Fall Of Heavenly or Alphagene?"
737,"Which film came out earlier, Frits And Freddy or Far From Men?"
738,"Who died first, Frederick Williams-Taylor or Maurino Richton?"
739,"Which film was released first, Ee Sanje or Zorawar?"
740,Does Eddie Murray (Rugby League) have the same nationality as Henry Talbot (Photographer)?
741,"Who was born earlier, Ola Stunes Isene or Ruby Helder?"
742,"Which film was released earlier, Swept From The Sea or Aa Naluguru?"
743,"Which film was released more recently, Eager Bodies or We Dive At Dawn?"
744,"Who was born later, Chung Yoo-Suk or Ole Kristian Kjølholdt?"
745,Are Puka Puka (Chumbivilcas) and Inka Pirqa both located in the same country?
746,Are Le Roi Des Champs-Élysées and Honoré De Marseille from the same country?
747,"Which film has more directors, Two Evil Eyes or The Marquise Of Clermont?"
748,"Who was born later, Raju Rahikwar or Guy Lagorce?"
749,Do John Amyas Alexander and Albert Seward share the same nationality?
750,"Who is younger, Lorenzo Zazzeri or Eliška Krásnohorská?"
751,"Who lived longer, John Chilton or Andrzeja Górska?"
752,"Are both stations, Chaman Railway Station and Najkot Railway Station, located in the same country?"
753,"Which film was released earlier, What I Have Written or È Arrivato Mio Fratello?"
754,"Who was born first, Wycliffe Juma or Nicolas Borodine?"
755,"Which film came out first, Forgotten Pills or Why Does Herr R. Run Amok??"
756,"Which film was released first, Sunyo Je Kol or Nilavu?"
757,"Which film was released first, F.T.A. or Circus Of Fear?"
758,Are What Every Woman Learns and The Guns (Film) from the same country?
759,"Which film came out first, My Happy Family or Lieberman In Love?"
760,"Do the movies Boogie (2008 Film) and Weekend With My Mother, originate from the same country?"
761,"Which film was released earlier, Holy Land Hardball or Three Missing Links?"
762,"Which song was released first, L'Histoire D'Une Fée, C'Est... or I Can Change (Lcd Soundsystem Song)?"
763,Who was born first out of Darius Reynaud and Muhammad Qasim Khan?
764,"Which film was released more recently, Silent Action or Yelling To The Sky?"
765,"Which film was released first, Gang War In Naples or Robot Jox?"
766,"Who was born later, María Elena Torres Baltazar or Joan Bray?"
767,"Which film was released first, Sons Of Ram or To Play Or To Die?"
768,"Who was born first, Carole Richert or Larrie Londin?"
769,"Which film was released more recently, Red Sien or Meet Him And Die?"
770,Was Tom Duponchelle or Kwak Jung-Wook born first?
771,"Which film was released earlier, Inventing The Abbotts or Fighting Coast Guard?"
772,"Who is younger, Sergio Carossio or Angus Loughran?"
773,"Who was born later, Hans Georg Nägeli or Thibaut Duval?"
774,Are Bob Lurtsema and Dirk Wittenborn of the same nationality?
775,"Which magazine came out first, Progetto Babele or Murray'S Magazine?"
776,"Who is older, Augusto Gama or Saleh Al-Dawod?"
777,Are The Other Half (2016 Film) and Spy Kids 2: The Island Of Lost Dreams from the same country?
778,"Who was born later, Hendrik Sumendap or Danny Bryant?"
779,"Who was born first, Christa Faust or Zainol Fadzi Paharudin?"
780,"Who is younger, Mike Ratledge or Kim Ji-Sun?"
781,"Who was born later, Martin Anthamatten or Jan-Lennard Struff?"
782,"Which film came out earlier, I Love You Rosa or Pyar Ka Bandhan?"
783,"Who was born later, Slavko Kvaternik or Marguerite Deval?"
784,"Are both mountains, Poncione Della Marcia and Plattenhörner, located in the same country?"
785,"Which film was released first, A Little Bit Zombie or Carolyn Of The Corners?"
786,"Who is older, John Curtiss Underwood or John Benson Brooks?"
787,"Which film came out first, Miss Charity or The Appaloosa?"
788,Are Makhaleng River and Mdloti River both located in the same country?
789,"Who lived longer, Russ Prior or Robert Von Zimmermann?"
790,Was Kanwar Saheb or Dr. Alban born first?
791,"Which film was released earlier, Porinju Mariam Jose or Love Yoou Soniye?"
792,"Which film was released first, A Conspiracy Of Faith or Flirting In The Air?"
793,"Who lived longer, Charles Berkeley, 2Nd Earl Of Berkeley or Ismael Blas Rolón Silvero?"
794,"Which film was released first, Lantouri or Maytime In Mayfair?"
795,"Are both villages, Little Rock Village and Jamal Beyg, located in the same country?"
796,"Are Elsah, Illinois and Chah-E Puzeh, Tabas both located in the same country?"
797,Are Gare D'Ailly-Sur-Somme and Gare D'Aurillac located in the same country?
798,"Who is older, Arnold Carl Johansen or Walter Lafferty?"
799,"Which film came out earlier, Diary For My Mother And Father or The Story Of Gilbert And Sullivan?"
800,"Who lived longer, Gustav Philipp Mörl or Giuseppe Diotti?"
801,"Which film was released more recently, The Devil'S Rock or The Flyboys (Film)?"
802,"Who lived longer, Amos Tuck or Hans Döbrich?"
803,Are Bernardo Ruiz and Gertrudis Gómez De Avellaneda from the same country?
804,"Which magazine came out first, Sri Ramakrishna Vijayam or Tait'S Edinburgh Magazine?"
805,"Which film was released earlier, August Underground'S Penance or Vasantha Raagam?"
806,"Which film came out first, Bad Man'S River or Legend Of Dinosaurs & Monster Birds?"
807,Are both Tiffany Jones (Film) and Trent'S Last Case (1920 Film) from the same country?
808,"Which film was released earlier, A Gun In Each Hand or Direction Lourdes?"
809,Do Kreesha Turner and Samantha Jo share the same nationality?
810,Did Ted Byfield and Josie Alice Quart have the same nationality?
811,"Which film was released earlier, Soaked In Bleach or Schneeland?"
812,Are Geordie (Film) and The Last Target both from the same country?
813,"Who lived longer, Jean Grémillon or Ángel Recasens?"
815,"Which film came out earlier, The Artist And The Model or Pájaro Loco?"
816,"Who was born later, Marián Andrej Pacák or Louis Panet?"
817,"Which film was released earlier, Yohan: The Child Wanderer or A Nightmare On Elm Street 4: The Dream Master?"
818,Are Jan Bondeson and Eric Ericson both from the same country?
819,"Who was born later, Mory Correa or Odd Narud?"
820,"Are Monarchy (Band) and Kitty, Daisy & Lewis from the same country?"
821,"Who was born first, François D'Escoubleau De Sourdis or Caroline Hazard?"
822,"Which album was released first, Gold And Green or Songs Of Leonard Cohen?"
823,"Which film was released first, A Romance Of Seville or Pirates Of The Sky?"
824,"Did the movies The Bond Boy and Mad Dogs And Englishmen (Film), originate from the same country?"
825,"Did the movies American Boyfriends and La Forteresse (Film), originate from the same country?"
826,"Who died later, Bernardo Ibáñez or George K. Sanderson?"
827,"Who was born first, Branislav Kačina or Mehmet Ali Talat?"
828,Are Marufabad and Nasamkhrali both located in the same country?
829,"Who is younger, Zhang Lifang or Lalengzama Vangchhia?"
830,"Do the movies Little Bitches and Moving Out (Film), originate from the same country?"
831,"Which film was released more recently, The Price Of Success or Rechipo?"
832,Are The Railway Man (Film) and Hitchin' Posts from the same country?
833,Are The Keeper Of The Bees (1935 Film) and God'S Ears both from the same country?
834,"Which film was released first, Briton And Boer or Flaming Frontiers?"
835,"Which film was released earlier, My Wife'S Best Friend or 5 Days Of War?"
836,"Which one was established first, Colt'S Manufacturing Company or Banco Azteca?"
837,"Who lived longer, José González Ganoza or Sir Walter Boyd, 1St Baronet?"
838,"Are both St Patrick'S Church, Yungaburra and Malvern Presbyterian Church located in the same country?"
839,Was Sammy Hagar or Renaud Garcia-Fons born first?
840,Was Louise Of Hesse-Kassel or Viktor Šiljeg born first?
841,Do Charles Defodon and Maëva Charbonnier share the same nationality?
842,Are Alexander Tilloch Galt and Al Strachan from the same country?
843,"Who was born first, Lady Tatiana Mountbatten or Peter Štih?"
844,"Who died earlier, Richard Carlson (Author) or Robert Digby, 1St Baron Digby?"
845,"Which film has more directors, F.B.I. Frog Butthead Investigators or Invisible Strangler?"
846,Are Vivicca Whitsett and Pepa (Rapper) from the same country?
847,"Which film came out first, The Magic Of Belle Isle or Krishnarjuna?"
848,"Are Cheshmeh Shirin, Arsanjan and Kemperi both located in the same country?"
849,"Which film was released more recently, Walking A Tightrope or Convicted Woman?"
850,Are both Bismarck (1914 Film) and 205 – Room Of Fear from the same country?
851,"Are both rivers, Claro River (Lower Tietê River) and Cabixi River, located in the same country?"
852,"Which film was released first, Ryan'S Daughter or A Day At The Museum?"
853,"Which film came out earlier, The Godfather Part Iii or The Life And Hard Times Of Guy Terrifico?"
854,Are Specimen (Band) and The Bangles both from the same country?
855,"Which film was released more recently, Vincent Wants To Sea or The Time To Die?"
856,"Who was born earlier, Ariadna Tudel Cuberes or Karen L. Valihura?"
857,"Who died earlier, Fritz Darges or John Tiptoft, 1St Earl Of Worcester?"
858,"Which film was released earlier, Dharma Karma or Sometimes Aunt Martha Does Dreadful Things?"
859,"Which film was released more recently, Sabar Uparey or Women & Men: Stories Of Seduction?"
860,"Who has a wider scope of profession, Anne Castles or Colin Will?"
861,Are Morassa and Mamati located in the same country?
862,"Which film was released more recently, The Love God? or Under The Pavement Lies The Strand?"
863,"Who is younger, Ebtissam Mohamed or Beekman Du Barry?"
864,"Did the bands The Medic Droid and The Womenfolk, originate from the same country?"
865,"Who died later, Marcel Dassault or Leopoldo Alfredo Bravo?"
866,Were Alan Stephenson Boyd and Charles Grandison Finney of the same nationality?
867,"Who was born first, John Beach or Gordon Persons?"
868,"Which film was released earlier, The Color Of Time or Sri Naga Shakthi?"
869,"Which film came out first, Ndoto Za Elibidi or Madonna: Truth Or Dare?"
870,"Which film came out earlier, A Slave Of Love or Remorse, A Story Of The Red Plague?"
871,"Are both airports, Angoon Seaplane Base and Siwo Airport, located in the same country?"
872,Does Frederick Samuel Fish have the same nationality as Beatrix Tugendhut Gardner?
873,"Who was born first, Patrik Lácha or Brad Booth?"
874,"Which film was released first, Ndoto Za Elibidi or Zero Dark Thirty?"
875,"Who lived longer, Johann Adolf Of Saxe-Gotha-Altenburg or Jules Brunet?"
876,"Which film was released earlier, Before I Disappear or Pravachakan?"
877,Are both Bowling Green State University College Of Education And Human Development and Central Institute Of Buddhist Studies located in the same country?
878,"Which film was released earlier, Schlußakkord or Bettler Gmbh?"
879,"Who died earlier, Alessio Perilli or Harry G. Day?"
880,Are Breville and Jakab Industries both located in the same country?
881,Are both On A Magical Night and The Mongols (Film) from the same country?
882,Was Eugene J. Watts or Patricia Mcbride born first?
883,"Are both St. Mary'S School, Patiala and Apeejay Education Society located in the same country?"
884,"Did the movies Across The Sea Of Time and Monsignor (Film), originate from the same country?"
885,"Which film was released more recently, The Way He Looks or Voices Of Desire?"
886,Are both Ugashik Bay Airport and Hanford Municipal Airport located in the same country?
887,"Which film came out first, A Girl'S Folly or The Original Latin Kings Of Comedy?"
888,"Are both movies, Crossing The Line 2: The New Face Of Anti-Semitism On Campus and Buffalo Soldiers (2001 Film), from the same country?"
889,"Which album came out earlier, Tha Carter Iii or Rings Around The World?"
890,"Which film came out first, The Pyrammmid or Revolt Of The Praetorians?"
891,"Which song came out first, Dinosaur (Kesha Song) or It'S Here?"
892,"Who is younger, Kathryn Thomas or Ole Bjørnmose?"
893,Was Joe Ollmann or Abdón Cifuentes born first?
894,"Who died later, Henry Norrström or Wilford Bacon Hoggatt?"
895,"Which film was released first, The First 9½ Weeks or Christmas In Tattertown?"
896,"Which film was released more recently, El Profesor Patagónico or Tales From The Organ Trade?"
897,"Who died later, Carmelo Pace or Jackie Curtis?"
898,"Which film was released earlier, Junior Mandrake or La Tour Montparnasse Infernale?"
899,Are Samantha Betts and Simon Devitt of the same nationality?
900,Are Pukayuq and Huacaypaca both located in the same country?
901,"Which film came out first, School Spirit or The Chekist?"
902,Are By The Grace Of God (Film) and A Texas Steer from the same country?
903,"Which film was released first, Copkiller or Lumumba, La Mort D'Un Prophète?"
904,Do Cale Keable and Jim Gerard share the same nationality?
905,"Which film came out earlier, Le Coeur À L'Ouvrage or The Law And The Woman?"
906,"Which film came out first, Go Inside To Greet The Light or Kann Sivanthaal Mann Sivakkum?"
907,"Which film was released first, Yesterday Was A Lie or Tie Malé Výlety?"
908,"Are both stations, Mingzhu Railway Station and Changzhou North Railway Station, located in the same country?"
909,"Which film was released first, Dinner For Schmucks or Morgan, The Pirate?"
910,"Were Jack Robertson (Footballer, Born 1902) and Peter Levy (Cinematographer) of the same nationality?"
911,"Which film was released more recently, Phantom Thunderbolt or The Giant Of Metropolis?"
912,"Are both mountains, Kunturwasa and Yerupaja Chico, located in the same country?"
913,"Who died later, Ernst Heinrich Karl Von Dechen or Lee Kyung-Hwan?"
914,Are both Mill Run (South Branch Potomac River) and Kalgan River located in the same country?
915,"Who was born first out of Amol Redij and Philip Yorke, 3Rd Earl Of Hardwicke?"
916,"Who was born earlier, Fana Kochovska or Michael Gurstein?"
917,"Which film came out first, Goodbye To Language or Prem Granth?"
918,"Which film was released more recently, I Mostri or Portrait Of A Bookstore As An Old Man?"
919,Are Cecil Pearce and Jackson Bird both from the same country?
920,"Which one was established first, Cebu Water or Faw-Volkswagen?"
921,Do Thomas Wykes (Chronicler) and Robert Simpson (Meteorologist) have the same nationality?
922,"Which film was released more recently, Aami or Bitch Slap?"
923,"Which film was released more recently, Fraternity Vacation or The Striker With Number 9?"
924,"Do the movies Girl On The Loose and S For Sex, S For Secret, originate from the same country?"
925,Are Escola Superior De Propaganda E Marketing and Federal University Of Abc both located in the same country?
926,"Who lived longer, Albert Kellogg or Johann Jakob Schalch?"
927,"Who lived longer, Mignon Mclaughlin or Gottfried Baist?"
928,"Who was born later, Arthur Watkin or Alessandro Sperduti?"
929,"Which film came out earlier, Indradhanura Chhai or The Death Of Black King?"
930,"Who is older, Les Briley or Jean Charles Carbone?"
931,"Which film came out earlier, The Remains Of Nothing or Crime In The Streets?"
932,"Who lived longer, Ole Arntzen or Harry Albert Willis?"
933,"Which film was released first, College Coach or Los Últimos Días?"
934,"Who has a wider scope of profession, Dunois Master or Dawn Fraser?"
935,"Are the movies The Hatton Garden Job and Carry On Cleo, from the same country?"
936,"Which magazine was founded first, Racing Toward Diversity or Lo Scolaro?"
937,"Which film was released more recently, One Note At A Time or Cattive Ragazze?"
938,Do William J. Boarman and Tomas Sinisalo share the same nationality?
939,"Who lived longer, Stefan Henze or Omar Rayo?"
940,Are both Devils Rope Barbed Wire Museum and Museum Of Primitive Art And Culture located in the same country?
941,Did Louis Le Prince (Composer) and Léonce Jore share the same nationality?
942,"Which film was released first, Prisioneros De Una Noche or The Wandering Swordsman?"
943,"Are both businesses, Google and Banco De Ponce, located in the same country?"
944,Are both Make-Up (1937 Film) and Lover'S Prayer from the same country?
945,Who was born first out of Roy Folkman and Zakariya Souleymane?
946,Was Giulio Cavallari or Peter Patasi born first?
947,"Which film was released earlier, Joey Breaker or Sex With A Stranger?"
948,"Which film was released more recently, Fatal Lady or Every Blessed Day?"
949,Are Supercapitalist and Brick And Mirror from the same country?
950,Are both From Bedrooms To Billions and Strictly Illegal from the same country?
951,"Which film was released first, 99 And 44/100% Dead or Forbidden Music?"
952,"Did the movies Afraid Of The Dark and Smiley (2012 Film), originate from the same country?"
953,"Which film was released first, Once At Midnight or Lady In The Death House?"
954,"Who is older, Manuel Antonio or Wilfred Macdonald?"
955,"Who is younger, Louis Héctor Leroux or Ann Flood?"
956,"Who is younger, Orpha-F. Deveaux or Simon May?"
957,"Which film was released earlier, The Little Convict or Office Romance?"
958,"Which film came out first, The Keys To The House or Rémi Sans Famille?"
959,Are Churchill Island and Brisk Island located in the same country?
960,"Who lived longer, Miljenko Hrkać or William Chopin?"
961,Are Fire In Hell and The Tiger: An Old Hunter'S Tale from the same country?
962,"Which film came out earlier, Chaplinesque, My Life And Hard Times or Evil Streets?"
963,Was Kayrat Tuntekov or Friedrich Ihn born first?
964,"Who was born later, Annet Schaap or Jason Harmon?"
965,Are both The Pledge (Film) and Mother Of George from the same country?
966,"Who was born first, William L. Holland or Dale Vince?"
967,Are both Achim Stoia and Elena Horvat from the same country?
968,"Are both lakes, Crystal Lake (Polk County, Minnesota) and Lake Kiskissink, located in the same country?"
969,"Which film was released earlier, Striporama or The World And His Wife?"
970,"Are the bands Clamtones and The Black Skirts, from the same country?"
971,"Which film came out first, The Path Of Torment or Find A Place To Die?"
972,"Who is younger, Yusuke Imai or David Readman?"
973,"Who is older, Alan Dugdale or James Conmee?"
974,"Which film came out first, The Greatest Thing In Life or Den Of Lions?"
975,"Who is younger, Stéphane Tissot or Jarmo Mäkinen?"
976,Are Ch'Alla Quta and Laram Quta (Sud Yungas) located in the same country?
977,"Which film was released first, An Acceptable Loss or Douro, Faina Fluvial?"
978,Are Jaguaribe River and Uaçá River both located in the same country?
979,"Which film was released more recently, Chanakya Shapatham or Somewhere In Sonora?"
980,"Who lived longer, Antoine Joseph Jobert De Lamballe or James Henry Dickey Henderson?"
981,Was Demetrious Cox or István Görgényi born first?
982,"Who is older, Mickaël Castejon or Alejandro Scopelli?"
983,"Which album was released first, The Oak Ridge Boys Have Arrived or Beans And Fatback?"
984,"Which film was released earlier, Beatrice Wood: Mama Of Dada or Natürlich Die Nelli?"
985,"Which album was released more recently, God'S Gift or The Moon Is Down (Album)?"
986,Are Izaute and Smagne located in the same country?
987,Who is Christina Of Salm's father-in-law?
988,Who is Badi-Al Zaman Mirza Safavi's mother-in-law?
989,Who is the paternal grandfather of Samsam Al-Dawla?
990,Who is the father-in-law of Mary Dudley?
991,"Who is Charles Willoughby, 10Th Baron Willoughby Of Parham's paternal grandmother?"
