qid,question_text
872,What nickname did the policy of Henry's favorite child earn him?
873,When was the state capitol built in the state where Bob Hunskor was born?
874,How high is the highest point in the city where Kazimierz Dejmek died?
875,"Where was the director of More Milk, Yvette born?"
876,Who won American Idol when the contestant who won an Oscar for Dreamgirls competed?
877,What coalition was victorious in the country where Long Selatong is?
878,When did weed become legal for recreational use in the state where Sheely Bridge is located?
879,Which hurricane hit the island and U.S. territory where the creature can be found in 2017?
880,What county does the town where Wickford is located belong to?
881,The songwriter of Bridge over Troubled Waters recorded for what label?
882,Who is the father of the director of Sikkim?
883,Who was the spouse of the performer of I Remember Tommy?
884,Which is the river by the Russian city having Yegoshikha Cemetery?
885,Who is the minister of local government in the country containing the Manjirenji Dam?
886,"When did the region that Yiu Yung-chin claims the Ming did not possess, become part of Qing China?"
887,When was free education introduced in the country where Dilum Amunugama was born?
888,Which major russian city borders the body of water that contains Hanö?
889,What part of the USA includes the city with the biggest population in the United States?
890,Who was the first president of the country where Maskali Islands is located?
891,who did Geoff Blum's team play in the playoffs?
892,Where is SMA Negeri 68 of Chrisye's place of death located?
893,What is the tallest structure in the country where the town of A'ali is found?
894,"In Home and Away, who was portrayed by the performer of Everlasting Night?"
895,Who did the singer she joined on MTV Unplugged to sing with play in Hannah Montana?
896,when did Flatline by the lyricist of All Around the World come out?
897,What record label does the first musical host SNL belong to?
898,What is the distance between Shanghai and the host city of the 2022 Olympics by bullet train?
899,What is the capital of the county where Timber Trails is located?
900,In what century did the person for whom Murska Sobota Cathedral was named become the influence for Santa Claus wearing red?
901,To which jurisdiction does the flag of the country where Bahamas Securities Exchange is based apply?
902,Who is a cast member of the show Florian Brandner is in?
903,What is the word for spirits associated with shintoism in the country language Pinterest is in?
904,Who is the deputy prime minister of the country home to Bahamas Association of Athletic Associations?
905,How many episodes of the work in which Donald Cragen is present are about the menendez brothers?
906,Who guest starred as Mr. Tucker on the show headlined by the star of Onionhead?
907,Who introduced the first microprocessor for the company that bought RapidMind in 2009?
908,When was the last time that the country where Gyeongju bread originates was united?
909,What is the record label for the performer of Love Is the Healer?
910,Who wrote the national anthem of the country where the movie After the Sunset was filmed?
911,Who is the spouse of the person who receive the most electoral votes in 1824?
912,Who was in charge of the city where Killing of the Sacred Deer is filmed?
913,What is the population of the city where District 10 is located?
914,Who is in charge of the country Banderadley is located?
915,Plymouth's county shares a border with which other county?
916,Jericho in Carolinda Witt's birthplace is in what country?
917,"What was the date of death of Catherine, formerly of the city of birth of Francesco Repetto?"
918,How many Americans live in the country where US Tshinkunku is based?
919,When did the outfit Tracy Rogers once played for last in the Super Bowl?
920,Where is the blue mosque located in the country where Boğaziçi can be found?
921,Where is the city where Helen Hardin was born located?
922,Who was the first president of Mohamed Abar's birthplace?
923,In what location was the German campaign in the country where the urban district of Rangel is found?
924,"On the map, where is the body of water that contains Nicholson Island?"
925,What piece by the composer of Bastien und Bastienne is used as a cliché to convey refinement?
926,When does the academic year start in the country where the settlement of Rumah Baka is located?
927,Who was the dad of the composer of Piano Sonata No. 6?
928,Who is current prime minister of the country where Count Lasher was a citizen?
929,Which parts of the country Burcu Düner was from have a Mediterranean climate?
930,SMA Negeri 68 is located in what region of the city where Funeral Inception was founded?
931,Who founded the company that produced the LMS diesel shunter 7058?
932,Who besides the British colonized the continent of Atbarah River?
933,On which continent can the country where Queen Salote College is located be found?
934,The publisher of Mouse Practice has remained profitable since what time?
935,On what date did the Battle of the birthplace of Horst H. Berger end?
936,"Embassy of Northern Cyprus, in Can Dündar's birth city, is operated by which disputed state?"
937,What part of the life of the person who overthrew the moneychangers' tables in the temple is detailed in these gospels?
938,who was the conflict between in the strife of bleeding in the state Thresher Stadium is located?
939,The Senate of the US state having Episcopal Church of All Angels is part of what?
940,When did Baird cease showing its programs on the network that showed Working Lunch?
941,"Hopewell, in the same county as Franklin in New Jersey, is part of what township?"
942,The performer of Lead Me On is played by who in the movie I Can Only Imagine?
943,Where is the new island forming in the US state having KPHI?
944,"When did the country, whose cars would eventually become the mass market leaders, give up trying to take Henderson Field in WWII."
945,"The old languages spoken, written or signed by Mohammad Hejazi are part of what languages?"
946,Who did the performer of This Song write the song Something for?
947,How many people lived where Billy Peterson was born by 1900?
948,When were no smoking laws passed in Hotel Courtland's state?
949,Who was the first president of the country where Sankal is located?
950,Who was in charge of the country for the Urnebes?
951,What region encompasses the area that includes Rorspitzli?
952,Who founded the employer of Simon Bainbridge?
953,Where is the great pyramids of the country having Al-Damiri located?
954,When did the body of water containing Shadow Mountain Dam start to form the grand canyon?
955,Who are the democratic gubernatorial candidates in the setting of Prime Cut?
956,When did the region where Sundroj is located receive the status of full statehood?
957,Who is the performer of Live in the birthplace of Johnny Jameson?
958,Where did the patriots live during the war following which Boston became one of the wealthiest international ports?
959,What is the original broadcaster of The Quest and NHL?
960,What race was the majority of the population of the country containing Westgate?
961,What was the record label of the singer of Don't Let Me Be Misunderstood?
962,When did Thomas H. Makiyama's birth state join the United States?
963,Why does the flag of the country where immigration lead to have one star?
964,When did the drinking age change to 19 in the state which Picket Fences is about?
965,What award was received by the writer who influenced the development of the new journalism movement in the United States?
966,Who is the spouse of the performer of Ego Tripping Out?
967,What is the source for the body of water that features Grand Valley Diversion Dam?
968,Who is currently in charge of the city where Desiderius was born?
969,Where is the water lily pond by the European modern painter who initiated impressionism located?
970,Which high school did the performer of She's the Boss attend?
971,Since what time has the owner of iWork remained profitable?
972,What is the ranking among the continents of the continent on which MacDonald Nunataks is located?
973,What is the record label for the writer of Venus in Furs?
974,"In 2018, who was elected mayor of the city where That's So Raven takes place?"
975,"What series includes the model 7, which bears the name of the manufacturer of the Dacia Duster?"
976,What is the capitol of the province where Shaghat is located?
977,What was the original language of the 2013 TV series featuring the character who was in The Adventure of Black Peter?
978,How many #1 hits did the performer of Finish What Ya Started have?
979,"What county is the community of Olivet in, in the state where Lars and the Real Girl is set?"
980,What is the county seat of the Florida county containing Marco Island?
981,What percent of people in the country containing the Astana Arena use Russian as their main language?
982,Who was in charge of the city where Dilek Kınık was born?
983,Who is a sibling of the lyricist for Powderfinger?
984,What kind of agency is the bureau that the National Center for the Analysis of Violent Crime is a part of?
985,How long did the city with WAYV hold a monopoly on casino gambling?
986,When did the ball first drop in the state where the Alexander Liddle Farmhouse is located?
987,Who is the author of the biography of the star who has had the most top ten hits?
988,What city shares a border with Rivière-Verte in the province that CHSJ-FM broadcasts to?
989,How many square miles is the city that Mick Cornett is the former mayor of?
990,Who was the first Muslim elected president of the political party that Phulrenu Guha belonged to?
991,Which county borders the county where Excelsior is located?
992,What is the tallest bridge in the state where the Star City Bridge is located?
993,How many records have the performers of Crush 'Em sold worldwide?
994,"What performer released the Fantasy Land Tour 2004 album, recorded live in the city where Airiti is headquartered?"
995,What is the size of the continent that holds the Moran Glacier?
996,The Consulate General of the United States in Vincenz Fettmilch's place of death is located in which city?
997,When the state where Chessa Field is ban smoking?
998,Why is there one star on the flag of the country where the groups not from the U.S. came from in The Sing-Off?
999,When was the first rail line between Basit Ali's birthplace and Kotri constructed?
1000,"What part of the life of the person who was ""seek ye first the kingdom of god"" is detailed in the gospels?"
1001,"What is the total area, in square miles, of the Indian city that's the headquarters of the Northern Railway?"
1002,Who won the popular vote in the 2000 election of presidency over the person who was accused of not fulfilling their military service in 2004?
1003,How much does the governor of the state where Vance is located get paid?
1004,What is the airport called in the city where Truong Thanh Hang was born?
1005,How many fish species have been found in the region through which flows the river whose main source is the Marañón River?
1006,What language do the majority of the people in the country Nightwish is from speak?
1007,Who is the first prime minister of the country which released True Files?
1008,What is the population rank of the state Crosby is located in?
1009,What's the final thing ever shown on the network that made Who is Working Lunch before the war?
1010,What is the enrollment at the university Don Frye attended?
1011,What percent of the people in the country containing the Shevchenko mine use Russian as their main language?
1012,When was the city where Freebie and the Bean is located founded?
1013,When did Flatline by the singer of All Around the World come out?
1014,In what century did Muslims conquer the general area where Carthage and Tunisia are located?
1015,Was there any discussion about voting in the state with Chessa Field?
1016,How did The Sun feel about the American bombing in 1986 of the country being a Greek colony besides Egypt?
1017,What region is Qaleh Now-e Khaleseh in Lili Golestan's birth city located?
1018,What shares a border with the place Zénon Bernard died in?
1019,How many seats does BJP have in the organization that the Prime Minister of India is responsible to?
1020,What comprehensive school was established in the place Llanddeusant is located?
1021,What city hosted the Olympics in the country where 'Midnight FM' was released?
1022,"In what municipality is Sheet Harbor found, in the province where Lake Ainslie is located?"
1023,The city Robert Creeley died is located in what province?
1024,When did the country Zorģi is located become part of the Soviet Union?
1025,What leader sponsored the expedition discovering the country having Barlavento Islands?
1026,What is the population of Desmet in the state where Crazy Horse was born?
1027,In the band I Knew Them's home city when were the church mosaics created?
1028,What is the debt-to-GDP ratio in the sub-Saharan African nation that does the most trade with the United States?
1029,What was the date of the end of the battle named after the city that contains the village of Badsworth?
1030,In what county is the birth city of Linda McCarriston?
1031,When did Anne Fitzalan-Howard die?
1032,Who scored the first goal last season in the team Jimmy Smith plays for?
1033,Who was the last Republican mayor in the city where Ralph Heller was born?
1034,Who is the father of Two's director?
1035,When did the country where the village of Noitgedacht is located become a member of CARICOM?
1036,What job did the creator of Atlas Slave have?
1037,Who was the first woman to summit the place where Lobsang Tshering died?
1038,"In what location is the Consulate General of the United States, found in the city where Derrick Borte was born?"
1039,"What is the population of the city of Williston, in the state where Bob Stenehjem was born?"
1040,"Who is the son of the ""Off the ground"" singer?"
1041,What is the highest point at which it can be found in the country where Pakwach is located?
1042,What is the size of the continent Champness Glacier is located?
1043,"Along with the performer of Jukebox, what indie/folk musician is based in Miami?"
1044,What form of dance is the state where Hebri is located famous for?
1045,Who is the present food minister of the state where Azalapur is located?
1046,What song did the creator of Watching the Wheels write for David Bowie?
1047,What is the name of the North Carolina airport in the birthplace of Pud Brown?
1048,Who was the first president of the organization that published the journal Psychotherapy?
1049,What is the percent relationship of Catalan to the most used language in Catalonia?
1050,How many pennants from Andy Olsen's employer did the Anson-led Chicago cubs win?
1051,When did the performer of The Stranger plat at Shea Stadium?
1052,What leader sponsored the expedition that discovered the country where the municipality of Ribeira Grande is located?
1053,In which country is the university related to Peter Deinboll?
1054,What is the main subject of biographies of the person who expanded the single reeds role?
1055,"What was the date of death of Anne Fitzalan-Howard, former Duchess of the county where the settlement of Ostend can be found?"
1056,What is the population of the metropolitan area where Corey Taylor was born?
1057,"What was the date of death of Catherine, formerly of the city where the Dynamic record label is headquartered?"
1058,What league was the sports team Sean Kehoe was a member of included in?
1059,Who is the child of the performer of Up and Coming Tour?
1060,In which county is the city where Ken Still was born?
1061,In which municipality in the country where Sherbrooke is located can Dean be found?
1062,"At June 1985's Consumer Electronics Show, on what date did the publisher of Magnetica unveil its new systems?"
1063,What was the population of the state where Winter Saloon is located by 1900?
1064,Whose parent made I'll be seeing you famous?
1065,What is the record label of the lyricist who composed The Sound of Silence?
1066,Which title is used for leader of the institution which thought the seasonal drift in the date of Easter was unacceptable?
1067,Who is the current mayor of the city where Sante Cattaneo was born?
1068,When was free education introduced in the country having Pohorabawa?
1069,On what continent is the city Văn Tiến Dũng was born in found?
1070,Who was the spouse of the person for whom Islands in the Stream was written?
1071,Who is chief justice of the country Kokonte is from?
1072,When did the state Mill Creek Park is located pass the no smoking laws?
1073,"What county shares a border with another county, where the city of Barnes is found?"
1074,"In 2017, what was the name of the hurricane that hit the territory which has been suggested as a new addition to the United States?"
1075,How many households were in Oklahoma's largest city?
1076,"Who does the vocals on Money, by the performer of One of the Few?"
1077,What is the current official currency in the country where Carlos Berrocal has citizenship?
1078,Who won American Idol when the performer of Giving Myself was on?
1079,What was not affected by the mechanics proposed by the author of Philosophiae Naturalis Principia Mathematica?
1080,Where did Chopin live with his family in the birthplace of Robert Gliński?
1081,Where was the German campaign in the country where Uige is located?
1082,Who is the deputy prime minister of the country where the movie after the sunset was filmed?
1083,Who made the city where Friedrich Rosen was born his capital?
1084,When did the Civil War start in the country where Ilopango is located?
1085,The Science Museum in Rasel's birthplace is part of what council?
1086,The team that beat Green Bay in the first superbowl last when to the superbowl when?
1087,Who is the father of the artist who created Tight A$?
1088,What is the population of the place in Florida where Chris Couch was born?
1089,What was the cause of the black death in the area containing Spain?
1090,when did the drinking age change to 21 in the state where Helfaer Field is located?
1091,What province contains the city where Noral Gal was born?
1092,Where is the headquarters of the organization with which Unicode was developed in conjunction?
1093,The language of the name saying Jan in another way in Devon is what?
1094,How many states does the country having the largest economy in Africa have?
1095,who formed and first arrived to the colony that donated Washington D.C.?
1096,Who is the present food minister of the Indian state having Chondimukhed?
1097,Who is the spouse of the producer of Absolutely Free?
1098,What larger group of mountains does the mountain range which includes the Ruchstock belong to?
1099,Which body of water is by the county in which Newtown Crommelin is located?
1100,"How detailed is the description of the death of the man who said ""man cannot live by bread alone""?"
1101,What was the record label of the musician who played the preacher in Tommy?
1102,In what region of the country containing the town of Seles did the Germans clash with the Portuguese?
1103,Who is the president of the senate in the country called the 'Giant of Africa'?
1104,How many Jews live in the country releasing Plumiferos?
1105,Who was the father of the composer of Se vuol ballare?
1106,What record label did the songwriter of Vicious belong to?
1107,What is the name of the Speaker of Parliament in the country where the town of Sampa is located?
1108,Who is the operator of Embassy of Northern Cyprus in the birthplace of Nilay Konar?
1109,When did humans begin to live where the Sea Nymph sailed?
1110,When was the star who played eva peron in the movie evita born?
1111,What mountain range separates Kinnaur and Spiti from the country where balep korkun originated?
1112,Who plays the creator of Marshy Landscape on Doctor Who?
1113,Which county shares a border with the county where Mohawk is located?
1114,who was in charge of the city where Fernando Velázquez Vigil was born?
1115,In which county was Joshua Mason Macomber born?
1116,What is the city where Aqeel Khan lives the capitol of?
1117,What is the currency in the country where Challenge of the Masters was held?
1118,Who stars in Good Morning City A where City A is the birthplace of Basit Ali?
1119,What is the record label of the person who suggested they move to Florida?
1120,What is the seat of the county where Avery is located?
1121,What shares a border with Artur Mahraun's birthplace?
1122,Who wrote the fictional work in which Matthias Brandner is a character?
1123,How many ipods did the producer of ipods reveal it sold in April 2007?
1124,Who made the birthplace of You Quan his capitol?
1125,When did the torch arrive in the birthplace of Han Kum-Ok?
1126,"Where were the mosaics created at the church, in the city that was captured from the Venetians in 1387?"
1127,Where can you watch ESPN College Football on the original broadcaster of Showoffs?
1128,In which county was A Different Breed of Killer formed?
1129,What forest is by the southern border of Tania's place of birth?
1130,In which country is Brooklyn Tobacco Factory based?
1131,What was the response of the first research to suggest that face expressions are pre-verbal to the claims that animals could not have evolved through natural selection?
1132,Who won American Idol when the singer of Love You I Do competed?
1133,What was the occupation of the creator of the Prophet Isaiah?
1134,"In the state where the Dixie Terminal buildings are found, when is Akron's golf tournament?"
1135,Who was a cast member of the show that the character of Annegret Wittkamp is in?
1136,Is the exact reason known for why the person who said Seek ye first the kingdom of god was crucified?
1137,How long is a governor's term in WVPL's state?
1138,Who is part of the performers of Crusade?
1139,"In the Bible, who was the father of the spouse of Michal?"
1140,"In terms of population, where does the state where Kevin Sessums was born rank?"
1141,Where did the producer of Ishtar attend school?
1142,When was the last time Doug Terry's team went to the superbowl?
1143,"What was the release date of the iphone 6, manufactured by the developer of SK8?"
1144,What is the capital of the province Khdrants is located?
1145,by what name is the brahmaputra known in the location of the Sino-Nepalese War and Bangladesh?
1146,Who climbed the place where Green Boots died with no legs?
1147,Who is the deputy prime minister of the birthplace of Alana Dillette?
1148,"How did the official who blocked UNFPA funding try to convey that he was the stronger, tougher candidate?"
1149,Who is the chief justice in Bastir Samir's country of citizenship?
1150,When they were young many modern pop stars listened to the artist described as an almost scared feminist icon by who?
1151,"When they won the Super Bowl, who was the quarterback on Rod Jones' team?"
1152,When is the next gubernatorial election in the state where the city of Lumberton is found?
1153,Who was the ninth governor-general in the country Lamassa is located?
1154,When did it snow in the county where Bear Creek is located?
1155,Where was the MVP of last year's super bowl picked in the draft?
1156,The company publishing Journal of Gender Studies was founded by who?
1157,What is the most common source of electricity in the state where the Rural Municipality of Ethelbert is?
1158,Who has the power of legislative action in the city where Jiří Baum died?
1159,Who sponsored the discovery of the country that includes Queimada?
1160,What language do the majority of the people in the country where Johannes Leche is from speak?
1161,Who was the first leader of the independent country where US Tshinkunku football club is based?
1162,Who is the General Treasurer of Providence Plantations and the state where Joseph Slocum house is located?
1163,When was the MGM Grand built in the city where American Idol contestants performed an additional round in seasons ten and eleven?
1164,What is the body of water by the birthplace of Andrew Baum?
1165,What county was Michael Manuel born in?
1166,When does the school year start in the country where Beaufort Bridge is found?
1167,When were the mosaics at the church in Sitki Uke's birthplace created?
1168,Who is the father of the lyricist of Nobody Told Me?
1169,How long does the biggest celebration last in the country where Beth Israel Synagogue is located?
1170,Which art museum does the past employer of Catherine LaCugna administer?
1171,What is the new tallest building in the city where That's So Raven was set in?
1172,What is the capital of the county where Hathaways Mountain Pines is located?
1173,What city was Vince Young's team named after?
1174,What is the highest point which can be found in the country Sironko is located?
1175,Who piloted the plane that dropped the bomb on Marii Hasegawa's birthplace?
1176,How many species of wildlife inhabit the place where Urtica dioica is found?
1177,"Who scored the first goal for the team that employed Allan Harris, in the 2016–17 season?"
1178,Who is the general treasurer of the state where Israel Arnold House is located?
1179,Who signed the Declaration of Independence from the state where Baltimore Renaissance Academy is located?
1180,Who played the fictional Lost character named after the individual who was an advocate of separation of powers?
1181,What is the date of birth of the performer who popularized dance music as mainstream?
1182,Who founded the company that manufactures Dacia Duster?
1183,Who does the performer of If You're Reading This play in Country Strong?
1184,Who does the performer of Still play in Country Strong?
1185,Which Confederate general failed to capture the Union fort at the city where Lefty Stewart died?
1186,What song was written for Justin Bieber by the producer of Songs I wrote with Amy?
1187,What is the second largest library in the country owning Saint-Domingue?
1188,Who was the quarterback of Donald Igwebuike's team when they won the superbowl?
1189,What is the record label of the person who recorded Some Kind of Trouble?
1190,What is the population of the state where Dodge City Regional Airport is located?
1191,Who is the leader of opposition in the country where Hutchinson's Hole is located?
1192,When does the southwest wind blow in the country that has the largest economy in Africa?
1193,"What country has the Embassy of Sweden, in the city where the leading Cubist architects worked?"
1194,What shares a border with Ulrike Folkerts' birthplace?
1195,Who is the minister of the state encompassing Gopinatham in 2018?
1196,Who performs the album named with country of its composer having Aricagua as a municipality?
1197,In which county of the state where the Standard Glass and Paint Company Building is located can Robinson be found?
1198,Who introduced the first microprocessor for the developer of Merom in 1971?
1199,Where are the badlands located in the state where Aurora County exists?
1200,"What county shares a border with the community of Dean, in the province where Wallace Station is located?"
1201,Who formed and first came to the colony that became the state Hollins-Roundhouse Historic District located?
1202,What is character set incorporating ASCII available through Windows on?
1203,"What was the station that aired the Today show, named after the country where Anne of Denmark went after her marriage to James VI?"
1204,Who plays the artist that painted La Mousmé in the show Doctor Who?
1205,When does the school year end in the country where the original Samsung company belongs to?
1206,Who is the present food minister of the state Kadandale is located?
1207,What forest is by the southern border of the place of death for Andrzej Strug?
1208,Who was the first Muslim to be elected as president of the party Sridhar Babu is a member of?
1209,Where was the director of Sikkim educated?
1210,Did the person who blocked UNFPA funding become disfavorable during the time of the 9/11 attacks?
1211,What planet seemed to buck the gravitational laws of the person whose death in 1727 prompted poems to be written in his honour for decades?
1212,What network first aired the show that features the character of Annegret Wittkamp?
1213,When did the performer of The Hits play at Shea Stadium?
1214,What marked the end of where the system of representative government came from?
1215,The producer of Women in Revolt is born in which city?
1216,What day was the no smoking law passed in the state that houses Hanna Theatre?
1217,At what age did the author of Miles to go start Hannah Montana?
1218,"In what county is the community of Robinson, in the state where Davenport Public Library is located?"
1219,What is the country of the Chinese birth city of James Fei at the 2004 Summer Olympics?
1220,In the First Crusade what could be found on the banners of the creators of notable theological works under the Umayyads who were not Muslims or Jews?
1221,What is the name of the chief minister of the state where Kasoda is located?
1222,From what tradition does the legal system of Lam Kui-chun's birthplace come?
1223,What region of the country is the state encompassing Luther Yard in?
1224,What is the current official currency in Joseph Serrano's country of citizenship?
1225,Who won the mayoral election in the city where Daniel William Coquillett died?
1226,"Khosrowabad, in the birthplace of Majid Rahnema, is located in what county?"
1227,Where are the Badlands located in the state where The Jumping-Off Place is in?
1228,Who was the first Indian to climb the mountain where Green Boots died?
1229,In what county would you find the birth city of Chris Gissell?
1230,Who is the spouse of the performer of Mistletoe and Holly?
1231,Which network first aired Invasion and the sports show simply named NHL on that network?
1232,Where did the person the National Gandhi Museum is named after spend their final 144 days?
1233,What is the enrollment at the school that owns Sun Devil Soccer Stadium?
1234,Who wrote the Pledge of Allegiance of the country where Alana Dillette was born?
1235,Which episode of Doctor Who had the creator of La Mousmé?
1236,What record label signed the song writer of `` Presence of the Lord''?
1237,Which Confederate general failed to capture the Union fort at the city where Peter Kern died?
1238,Who on Last Man Standing plays the father of the actor who did the voice of buzz lightyear in toy story?
1239,"Who owns the 100+ Station Group, that shares its name with the channel on which Brutally Normal first appeared?"
1240,How many states are in the country where Nsibidi originated?
1241,In what region of the country also known as .ao was the German campaign?
1242,Where was the capitol before the location of Saint Joseph Cathedral?
1243,when did the state where Siswala is located receive the status of full statehood?
1244,Which network first aired the show that featured Jan Brandner?
1245,Who founded the institution at which Dominic John was educated?
1246,Who is the minister of the state Huvinahippargi located in 2018?
1247,How many students did Lynette Woodard's alma mater have in fall 2014?
1248,Who was the father of the person who replaced Derby when he resigned in 1868?
1249,In which county is the city where KKOB-FM is licensed?
1250,Harrison Glacier is located in the state with what as its highest tax bracket?
1251,When do we vote for governor in the state where the 715 area code is used?
1252,Why is there a debate about moving the capital of the largest state in the US to another town?
1253,What college did the performer of Vicious go to?
1254,Which parts of the nation where Myra is located have a Mediterranean climate?
1255,Whom is the country where the Canaries are located named after?
1256,What is the population ranking of the state containing the Dhanbad Lok Sabha constituency?
1257,when was gst bill passed in the organization that elects the speaker of lok sabha?
1258,WHo is the minister of defence in the country Nkoloma Stadium is located?
1259,when did the military branch served in by charles Awdry start wearing khaki?
1260,What was Kevin Everett's team named after?
1261,How did the agency which pioneered DNA testing respond to requests to release information beyond the initial press release in the case of Filiberto Ojeda Ríos?
1262,What is the location of the region where the mountain of La Tossa is found?
1263,Who is We Belong Together by the It's Like That performer about?
1264,What country hosted the 2004 Summer olympics in the city Alleycat's Pizza's headquarters is located?
1265,What age did the performer of Hoedown Throwdown start Hannah Montana?
1266,where does the state containing Giridih Lok Sabha rank in population?
1267,Who was president of the united states immediately following the conflict participated by James Youll Turnbull?
1268,"On which broadcast channel, on which Quantico premiered, can the show ESPN College Football be found?"
1269,Who succeeded Shepseskaf as king of ancient Marwan's death country?
1270,What state is the town where the killing of the sacred deer was filmed located?
1271,What is the salary of the governor of the state where WWZD-FM is located?
1272,Who's the chief justice of Kaakie's country of citizenship?
1273,Where was the screenwriter of Seemabaddha educated?
1274,What nickname did the sole surviving son's policy earn him?
1275,"Who was the quarterback of the team that once employed Cecil Johnson, when they won the Superbowl?"
1276,Where does the team Seth Maness plays for have spring training?
1277,What is the name of the airport where Mekong Auto has its headquarters?
1278,"Douré, in Kamsi's country, is in which department?"
1279,In Chautauqua Park Historic District's state what is Robinson's county?
1280,Whose position was it that the first person baptized in the bible was the Son of God?
1281,Who is the mayor of the birthplace of Emilio Del Bono?
1282,What is the record label for the singer of Wings of a Dove?
1283,What is the population of the city where Matt Bobo was born?
1284,What's the current population of James Matheson's birth city?
1285,"What house is Joachim II Hector, Elector of the location with the Kmehlener Berge, part of?"
1286,Who did the youngest artist to win a Grammy for Album of the Year play in The Lorax?
1287,The developer of Bonjour has remained profitable since what time?
1288,What percentage of households in the city where WNJN-FM is located were made up of individuals?
1289,Was there any debate about the voting process in the state where The Tree Bar is located?
1290,"What is the population of the city of Williston, in the state where Dakota Prairie High School is located?"
1291,What character did the singer of Look What You've Made Me Do play in the Lorax?
1292,When do we vote for governor in the state encompassing Picket Fences?
1293,"On what network can you find the show ESPN College Football, where part of its name is the original broadcaster of MDs?"
1294,Who built the largest ancient Inca empire in the region where Anglo-America is located?
1295,When did the state where Budhwal is located receive full statehood?
1296,"What is the total population of people in the world from the religion which, along with Judaism, produced notable theological works under the Umayyads?"
1297,Who wrote a novel with a title named after a road to the city where Abbie Cornett was born?
1298,When is the golf tournament in the Akron of the state where Ted Howard was born?
1299,After whom is the country where Fond d'Or Bay is located named?
1300,What was the final thing shown on the channel broadcasting Elizabeth R before it was shut down for the war?
1301,Who was the ninth governor general of the country where Nokon is locateD?
1302,When did the original judge who left prior to the start of the season quit as a judge?
1303,Where is the blue mosque located in the country Uzunada is located?
1304,What is the size of the continent where the Leverett Glacier is located?
1305,Jimmy Smith played for a team that won the Champions League under which manager?
1306,What part of the city encompassing Stuyvesant Railroad Station is Rochester in?
1307,What is the average income in the county where Chief Marin was born?
1308,Who are the two leaders of the opposition in the province Albert is located?
1309,What is the population of the city in California having Shooting of Andy Lopez?
1310,What is the city where Perween Rahman died the capitol of?
1311,When did relations take a downturn between Israel and the country north of Cyprus?
1312,Who founded the college associated with Oleg Polunin?
1313,Who is the Chilean footballer who left Arsenal in 2018 to join the team who has won the most premier leagues?
1314,What is the record label of the performer of Vicious?
1315,In 2008 when did the Olympic Torch arrive in Andrew Cheng's birthplace?
1316,Where the water lily pond of the painter of Le Bassin Aux Nymphéas?
1317,The mosaic in the church in the city where Kyriaki Kouvari was born is known as what?
1318,"How many people, at most, have died of plague in the city where Jean-Sélim Kanaan died?"
1319,What subject was studied in Mustafa Karim's birthplace?
1320,What did the publisher of Magnetica primarily rely on for its support?
1321,What symphony collaborated with the performer of Cunning Stunts?
1322,Where is the club owned by the Bohemian Grove located?
1323,Who is the mother of the popular vote winner from the 2000 election?
1324,"As of the 2017 election, who was in charge of the country where the village of Topli Do is found?"
1325,Who is the spouse of the author of James and the Giant Peach?
1326,What is the record label for the person who sang I Work Hard For The Money?
1327,Big Bill Morganfield's father is associated with which subgenre of the blues?
1328,Who is played by an acclaimed role model business woman in A League of Their Own?
1329,What month did the contestant who wrote Sober win?
1330,Who wrote the pledge of allegiance of the country Bahamas Maritime Authority is from?
1331,"What county shares a border with another county, where Adams Township is located?"
1332,What is the highest elevation in the region that traded horses with Ming?
1333,What is the size of the continent that includes Mount Liszt?
1334,Which record label is the singer who sings she works hard for the money affiliated?
1335,Where is the limit of the continent that is the colder of the two poles?
1336,What was the date of death of Catherine of the place where Francesco Merano died?
1337,When did the country with The Canje River become a member of caricom?
1338,When did the country whose military force attacked Pearl Harbor give up trying to recapture Henderson Field?
1339,What political party is the person who dropped passages about miracles or angel visitations from his work in the Jefferson Bible?
1340,"What district is LaHave, in the same province as Samson, part of?"
1341,What is the most common source of electricity in the province where Minnedosa was located?
1342,When did the manufacturer of Teem change from sugar to corn syrup?
1343,The country where Seljestad is located was named for whom?
1344,"Along with the performer of The Covers Record, what indie/folk musician is based in Miami?"
1345,What is the average income in the county where Inverness Park is located?
1346,The place Lefty Stewart died is the capital of what county?
1347,Where does snow fall in the country with extensive trade relations with the Hittites?
1348,Who did Willy Taveras's team play in the world series last year?
1349,In which county is the state where Kevin Sessums was born is Waterford located?
1350,"As of 2012, how much of the richest country in Africa has HIV?"
1351,How many square miles is the largest urbanized area in Oklahoma?
1352,What is the county for the city where WRHI is located?
1353,What is the name of the major railroad related museum located in the city where the torch relay happened in India?
1354,Who does the person regarded as a feminist during her time play in A League of Their Own?
1355,What is the record label for the person who sings I Work Hard for My Money?
1356,What country hosted the 2004 Summer Olympics in the city Tony Daykin was born?
1357,What college did the writer of The Picture of Dorian Gray attend?
1358,How many private schools are in one of the oldest settlements in North America?
1359,When was the state capitol built in the state where Northern Lights was narrated?
1360,What genre of music does the composer of Concerto de camera make?
1361,When did the state encompassing Ahirwal receive the status of full statehood?
1362,"On what Asian broadcast channel could you find the Tonight show, on the network that aired the West Texas Investors Club?"
1363,When was the first attempt of a coup in the city that lied directly across the Congo River from Brazzaville?
1364,How many national female outdoor track and field championships have been won by the employer of Danny Welch?
