qid,question_text
853,Who was the screenwriter for Ghost?
854,Who was the screenwriter for By og land hand i hand?
855,Who was the screenwriter for The Accused?
856,Who was the screenwriter for Exit the Vamp?
857,Who was the screenwriter for Mary's Ankle?
858,Who was the screenwriter for Democracy?
859,Who was the screenwriter for Revelations?
860,Who was the screenwriter for Ending It?
861,Who was the screenwriter for Hoppa högst?
862,Who was the screenwriter for Guilty?
863,Who was the screenwriter for Salvation?
864,Who was the screenwriter for The Last Word?
865,Who was the screenwriter for Rang-ha?
866,Who was the screenwriter for White Gold?
867,Who was the screenwriter for The Bride’s Journey?
868,Who was the screenwriter for Pilot?
869,Who was the screenwriter for These Children?
870,Who was the screenwriter for Prototype?
871,Who was the screenwriter for Ma Hogan's New Boarder?
872,Who was the screenwriter for Le Fils d'Amr est mort?
873,Who was the screenwriter for Tine?
874,Who was the screenwriter for The Worst Years of Our Lives?
875,Who was the screenwriter for The City?
876,Who was the screenwriter for Jackson: My Life... Your Fault?
877,Who was the screenwriter for Three Loves in Rio?
878,Who was the screenwriter for Guilty?
879,Who was the screenwriter for The Return?
880,Who was the screenwriter for Oregon?
881,Who was the screenwriter for Bingo?
882,Who was the screenwriter for Impossible?
883,Who was the screenwriter for The Accused?
884,Who was the screenwriter for Daybreak?
885,"Who was the screenwriter for Féminin, masculin?"
886,Who was the screenwriter for Tom Jones?
887,Who was the composer of One?
888,Who was the composer of Hello?
889,Who was the composer of Ghost?
890,Who was the composer of Solo?
891,Who was the composer of To Live?
892,Who was the composer of Tailor Wibbel?
893,Who was the composer of To The West?
894,Who was the composer of The Witch?
895,Who was the composer of Images?
896,Who was the composer of Kallai Mattum?
897,Who was the composer of I'm in Love?
898,"Who was the composer of Prelude in F major, Op. 49, No. 2?"
899,Who was the composer of Piano Concerto?
900,"Who was the composer of Reißt euch los, bedrängte Sinnen, BWV 224?"
901,Who was the composer of Homecoming?
902,"Who was the composer of The Greater Good, or the Passion of Boule de Suif?"
903,Who was the composer of Gisela!?
904,Who was the composer of The Giants?
905,Who was the composer of To the Sky?
906,Who was the composer of Say When?
907,Who was the composer of Alone?
908,Who was the composer of Famous?
909,Who was the composer of Signal?
910,Who was the composer of Miss You?
911,Who was the composer of Living with You?
912,Who was the composer of Pocket?
913,Who was the composer of Images?
914,Who was the composer of The Hope?
915,Who was the composer of Time Machine?
916,Who was the composer of Porch?
917,Who was the composer of Shine?
918,Who was the composer of Nozze istriane?
919,Who was the composer of Overture in G major?
920,Who was the composer of Tea for One?
921,Who was the composer of Chasing?
922,Who was the composer of String Quartet No. 3?
923,Who was the composer of That's Right?
924,Who was the composer of Symphony No. 33?
925,Who was the composer of Symphony No. 8?
926,Who was the composer of Discipline?
927,Who was the composer of Cue Ball Cat?
928,Who was the composer of One More Time?
929,Who was the composer of Big Foot?
930,Who was the composer of Sometime?
931,Who was the composer of Prelude for Clarinet?
932,Who was the composer of The Moment's Energy?
933,Who was the composer of Pole?
934,Who was the composer of Miss You?
935,What is the religion of James Albert Duffy?
936,What is the religion of Pierre-Antoine Paulo?
937,What is the religion of Joseph-Médard Émard?
938,What is the religion of Clemente Isnard?
939,What is the religion of Franciszek Rogaczewski?
940,What is the religion of Arturo Tabera Araoz?
941,What is the religion of Alfred Reid?
942,What is the religion of Simon Ntamwana?
943,What is the religion of Kenneth Kennedy?
944,What is the religion of Guadalupe Missionaries?
945,What is the religion of John Richardson?
946,What is the religion of Gabriel Sharma?
947,What is the religion of Carlo Curis?
948,What is the religion of John Gwynn?
949,What is the religion of Joseph Schubert?
950,What is the religion of Bellino Giusto Ghirard?
951,What is the religion of Heinrich Fasching?
952,What is the religion of Angelo Maria Rivato?
953,What is the religion of Walter James Fitzgerald?
954,What is the religion of John Peter Jukes?
955,What is the religion of François Gayot?
956,What is the religion of Ricardo Watty Urquidi?
957,What is the religion of William Preston?
958,What is the religion of Cosmo Francesco Ruppi?
959,What is the religion of José Palmeira Lessa?
960,What is the religion of Niccolò Marini?
961,What is the religion of James MacManaway?
962,What is the religion of Bernard Yago?
963,What is the religion of Bernard William Schmitt?
964,What is the religion of James Uno?
965,What is the religion of Pedro Lisímaco de Jesús Vílchez Vílchez?
966,What is the religion of Robert Milman?
967,What is the religion of Kenneth Bevan?
968,What is the religion of Benjamin Marc Ramaroson?
969,What is the religion of Ecclesiastical Statistics?
970,What is the religion of Ioan Duma?
971,What is the religion of Arnaldo Ribeiro?
972,What is the religion of Ignacy Tokarczuk?
973,What is the religion of John Orr?
974,What is the religion of Benedito Domingos Vito Coscia?
975,What sport does 2012 Georgetown Hoyas men's soccer team play?
976,What sport does Armand Raymond play?
977,What sport does Luan Viana Patrocínio play?
978,What sport does Alain Rakotondramanana play?
979,What sport does Radik Zhaparov play?
980,What sport does 2006 Korea Open Badminton Championships play?
981,What sport does Sol Ky-Ong play?
982,What sport does 2006–07 Primera B Nacional play?
983,What sport does Günter Kutowski play?
984,What sport does 1994 Swedish Open play?
985,What sport does Najeh Humoud play?
986,What sport does 2004 Legg Mason Tennis Classic play?
987,What sport does Luciano Vella play?
988,What sport does 1988–89 FA Cup Qualifying Rounds play?
989,What sport does Francisco Javier Lloret Martínez play?
990,What sport does Alain Laurier play?
991,What sport does Francisco David González Borges play?
992,What sport does 1989–90 1. Slovenská národná hokejová liga season play?
993,What sport does 1923 in Brazilian football play?
994,What sport does Ye Zhibin play?
995,What sport does Matteo Pivotto play?
996,What sport does Imbi Hoop play?
997,What sport does Gerd Schwidrowski play?
998,What sport does 2014 Powiat Poznański Open play?
999,What sport does 1997 Conference USA Baseball Tournament play?
1000,What sport does Vasili Penyasov play?
1001,What sport does Andrei Bogomolov play?
1002,What sport does Roberto Nani play?
1003,What sport does Dumitru Hubert play?
1004,What sport does James MacKenzie play?
1005,What sport does Christophe Ott play?
1006,What sport does Stephen Connor play?
1007,What sport does Ladislav Žák play?
1008,What sport does 2002 Euro Beach Soccer Cup play?
1009,What sport does Sebastián Morquio play?
1010,What sport does Cho Keung-yeon play?
1011,What sport does Frank Allcock play?
1012,What sport does Radek Opršal play?
1013,What sport does David Homoláč play?
1014,What sport does Alex Crombie play?
1015,What sport does 2013 Torneo di Viareggio play?
1016,What sport does Julián Lalinde play?
1017,What sport does Diego Díaz Garrido play?
1018,What sport does Vladislav Matviyenko play?
1019,What sport does Vyacheslav Chadov play?
1020,What sport does Koumiba Djossouvi play?
1021,What sport does 2010–11 South West Peninsula League play?
1022,What sport does Robert Braet play?
1023,What sport does Walter Pfeiffer play?
1024,What sport does Archie Needham play?
1025,What sport does 1990–91 British Basketball League season play?
1026,What sport does Ozren Perić play?
1027,What sport does Zanzibar national under-20 football team play?
1028,What sport does Giovanni Fanello play?
1029,What sport does 2001–02 Division 1 season play?
1030,What sport does Bob Priddy play?
1031,What sport does Jin Zhiyang play?
1032,What sport does Israel Andrade play?
1033,What sport does Patrick Edema play?
1034,What sport does Agustín Elduayen play?
1035,What sport does Sébastien Chevallier play?
1036,What sport does João Schlittler play?
1037,What sport does Andrew Tucker play?
1038,What sport does Indonesia Education League play?
1039,What sport does Ramón Rodríguez play?
1040,What sport does Leonardo Torres play?
1041,What sport does Oleg Imrekov play?
1042,What sport does Ali Sami Yachir play?
1043,What sport does Gergő Kovács play?
1044,What sport does Daigo Watanabe play?
1045,What sport does WTA South Orange play?
1046,What sport does Shuto Suzuki play?
1047,What sport does Hans Cornelis play?
1048,What sport does Masahito Noto play?
1049,What sport does Elias MacDonald play?
1050,What sport does Mikhail Petrusyov play?
1051,What sport does Kwak Hee-ju play?
1052,What sport does Dan Parkinson play?
1053,What sport does Bill Wilkinson play?
1054,What sport does Oscar Roig Iglesias play?
1055,What sport does Radoslav Rashkov play?
1056,What sport does 1994–95 FIBA Women's European Champions Cup play?
1057,What sport does Willi Kirsei play?
1058,What sport does Bobby Windsor play?
1059,What sport does Michael Gibson play?
1060,What sport does David Davidson play?
1061,What sport does Momo Wall Blamo play?
1062,What sport does Alexandru Chiculiță play?
1063,What sport does Irina Crasnoscioc play?
1064,What sport does Louis Perrée play?
1065,What sport does 2011–12 Elon Phoenix men's basketball team play?
1066,What sport does Gustavo García play?
1067,What sport does FIBT World Championships 1939 play?
1068,What sport does Frank Cornan play?
1069,What sport does Andrei Vițelaru play?
1070,What sport does 1973 Virginia Slims of Fort Lauderdale play?
1071,What sport does Shahrul Azhar Ture play?
1072,What sport does 1949 France rugby union tour of Argentina play?
1073,What sport does Maximiliano Cuberas play?
1074,What sport does All-Ireland Senior Club Camogie Championship 1970 play?
1075,What sport does Alexei Ugarov play?
1076,What sport does Duncan Lambie play?
1077,What sport does Saša Janić play?
1078,What sport does Tony Wagstaff play?
1079,What sport does George Burley play?
1080,What sport does Guilherme Andrade play?
1081,What sport does Elisabeta Guzganu-Tufan play?
1082,What sport does Pablo Aguilar play?
1083,What sport does Sava Paunović play?
1084,What sport does 2008–09 National Indoor Soccer League season play?
1085,What sport does 1994–95 Fußball-Bundesliga play?
1086,What sport does Juan López Hita play?
1087,What sport does Livia Altmann play?
1088,What sport does Granada Lions play?
1089,What sport does Francis play?
1090,What sport does José Luis Contaja play?
1091,What sport does Luis Eduardo Maldonado play?
1092,What sport does Afyonkarahisarspor play?
1093,What sport does canoeing at the 2014 Asian Games – women's K-4 500 metres play?
1094,What sport does Andrés Bottiglieri play?
1095,What sport does Hermann Gadner play?
1096,What sport does Radoslav Školník play?
1097,What sport does Gábor Jánvári play?
1098,What sport does 1995 Cook Islands Round Cup play?
1099,What sport does Hans Pieren play?
1100,What sport does Adel Bousmal play?
1101,What sport does Scott Muirhead play?
1102,What sport does Sofia Anker-Kofoed play?
1103,What sport does Kiribati men's national basketball team play?
1104,What sport does Samir Sarsare play?
1105,What sport does Turkish Seniors Open play?
1106,What sport does Njurunda SK play?
1107,What sport does 2009 Ukrainian Cup Final play?
1108,What sport does Krasen Trifonov play?
1109,What sport does Lukáš Bodeček play?
1110,What sport does Ebrahim Asadi play?
1111,What sport does Jeannot Gilbert play?
1112,What sport does Roland Repiský play?
1113,What sport does Nigel Marples play?
1114,What sport does Marc Santo-Roman play?
1115,What sport does Sandar IL play?
1116,What sport does Francesco Reda play?
1117,What sport does Pedro Ferreira-Mendes play?
1118,What sport does E Sour El Ghozlane play?
1119,What sport does Lek Kcira play?
1120,What sport does Daniel Manzato play?
1121,What sport does 1998–99 Slovenian Basketball League play?
1122,What sport does John Parsons play?
1123,What sport does list of Azerbaijan football transfers winter 2012 play?
1124,What sport does Abdulhadi Khalaf play?
1125,What sport does VOKO-Irodion play?
1126,What sport does Paul Chapman play?
1127,What sport does Guyana women's national field hockey team play?
1128,What sport does Atanas Atanasov play?
1129,What sport does Abdoul Thiam play?
1130,What sport does Lobos BUAP Premier play?
1131,What sport does Harry Clay play?
1132,What sport does Maxwell Griffin play?
1133,What sport does Yuri Koroviansky play?
1134,What sport does Albert Cox play?
1135,What sport does Luka Glavaš play?
1136,What sport does Guo Ruilong play?
1137,What sport does Mehmet Gürkan Öztürk play?
1138,What sport does Nicolaas Cortlever play?
1139,What sport does Mario Aguilar play?
1140,What sport does Marko Vidović play?
1141,What sport does Hwang Byung-ju play?
1142,What sport does Mark Smalley play?
1143,What sport does Michal Vacek play?
1144,What sport does Colombian Cycling Federation play?
1145,What sport does 1920–21 Northern Football League play?
1146,What sport does Nelson Semperena play?
1147,What sport does McPherson Meade play?
1148,What sport does Université Nationale du Bénin FC play?
1149,What sport does 2012 Uzbekistan First League play?
1150,What sport does Nevio de Zordo play?
1151,What sport does Wojciech Jarmuż play?
1152,What sport does Ricardo Gónzalez Reinoso play?
1153,What sport does Miroslav Milutinović play?
1154,What sport does Best play?
1155,What sport does Cassiá play?
1156,What sport does Adrian Olah play?
1157,What sport does José Diogo Macedo Silva play?
1158,What sport does Christos Koutsospyros play?
1159,What sport does Ademar Aparecido Xavier Júnior play?
1160,What sport does George Douglas play?
1161,What sport does Ernest Street play?
1162,What sport does Juan Carlos Stauskas play?
1163,What sport does 2011 Chatham Cup play?
1164,What sport does Maltese Women's Cup play?
1165,What sport does 2009 Atlantic Coast Conference Baseball Tournament play?
1166,What sport does Timon Dobias play?
1167,What sport does Mutanda Kwesele play?
1168,What sport does Marc Herold Gracien play?
1169,What sport does Barrie Aitchison play?
1170,What sport does Oyanaisis Gelis play?
1171,Who is the author of Afternoon?
1172,Who is the author of Bed?
1173,Who is the author of Watchers at the Strait Gate?
1174,Who is the author of Bones?
1175,Who is the author of Only Human?
1176,Who is the author of Out of the Dark?
1177,Who is the author of The National Dream?
1178,Who is the author of Saints of Big Harbour?
1179,Who is the author of Endpeace?
1180,Who is the author of Turning On?
1181,Who is the author of Something More?
1182,Who is the author of The Romantic?
1183,Who is the author of Buried Thunder?
1184,Who is the author of Time Enough?
1185,Who is the author of Operator?
1186,Who is the author of Sail?
1187,Who is the author of Fire?
1188,Who is the author of Carnival of Souls?
1189,Who is the author of Mannfolk?
1190,Who is the author of Rage?
1191,Who is the author of Kid?
1192,Who is the author of It's Not an All Night Fair?
1193,Who is the author of Heaven?
1194,Who is the author of Conan the Valiant?
1195,Who is the author of Darkvision?
1196,Who is the author of Regeneration?
1197,Who is the author of The Latimers?
1198,Who is the author of Saint?
1199,Who is the author of Nevis Mountain Dew?
1200,Who is the author of World of Wonder?
1201,Who is the author of Dancing on Coral?
1202,Who is the author of New Keywords?
1203,Who is the author of Getting Free?
1204,Who is the author of Shooting Sean?
1205,Who is the author of Looking Forward?
1206,Who is the author of The World Before?
1207,Who is the author of Martin?
1208,Who is the author of The End of the Soul?
1209,Who is the author of Western?
1210,Who is the author of The Warriors of Spider?
1211,Who is the author of Homecoming?
1212,Who is the author of The Amazon?
1213,Who is the author of O dia das calças roladas?
1214,Who is the author of Visionseeker: Shared Wisdom from the Place of Refuge?
1215,Who is the author of Out of This World?
1216,Who is the author of Stand By Your Screen?
1217,Who is the author of Sandy?
1218,Who is the author of The Interior?
1219,Who is the author of Memory?
1220,Who is the author of Stations?
1221,Who is the author of School for Coquettes?
1222,Who is the author of Trust Me?
1223,Who is the author of Recursion?
1224,Who is the author of The Bishop's Heir?
1225,Who is the author of Talent?
1226,Who is the author of This Is It?
1227,Who is the author of A Survey?
1228,Who is the author of Skyscraper?
1229,Who is the author of Shadow?
1230,Who is the author of This?
1231,"Who is the author of Johnny, My Friend?"
1232,Who is the author of The Great World and the Small: More Tales of the Ominous and Magical?
1233,Who is the author of Robots?
1234,Who is the author of The Outdoor Survival Handbook?
1235,Who is the author of Millennial Rites?
1236,Who is the author of Shame?
1237,Who is the author of The Burning?
1238,Who is the author of Second Generation?
1239,Who is the author of The Guard?
1240,Who is the author of West?
1241,Who is the author of Nuclear Alert?
1242,Who is the author of Malvaloca?
1243,Who is the author of Handles?
1244,Who is the author of Shadow?
1245,Who is the author of The Museum of Abandoned Secrets?
1246,Who is the author of Responsibility?
1247,Who is the author of Villa Amalia?
1248,Who is the author of Zones?
1249,Who is the author of Warrior?
1250,Who is the author of Beyond?
1251,Who is the author of The Other Place?
1252,Who is the author of A Positive?
1253,Who is the author of Down?
1254,Who is the author of Max?
1255,Who is the author of What You Make It?
1256,Who is the author of Great Short Novels of Adult Fantasy I?
1257,Who is the author of The Voice?
1258,Who is the author of Follow The Music?
1259,Who is the author of Time After Time?
1260,Who is the author of Across Many Mountains?
1261,Who is the author of Small Changes?
1262,Who is the author of Alice?
1263,Who is the author of Skin?
1264,Who is the author of The Techniques of Democracy?
1265,Who is the author of Death in Five Boxes?
1266,Who is the author of The Wizard in Wonderland?
1267,Who is the author of Transcension?
1268,Who is the author of With Women?
1269,Who is the author of Come On Over?
1270,Who is the author of For a Living?
1271,Who is the author of Page?
1272,Who is the author of Dirt?
1273,Who is the author of With?
1274,Who is the author of Louis?
1275,Who is the author of The Burning?
1276,Who is the author of The Sword of Shibito?
1277,Who is the author of Khubsurat Bala?
1278,Who is the author of The Aware?
1279,Who is the author of Pen?
1280,Who is the author of Science-Fantasy Quintette?
1281,Who is the author of Sin?
1282,Who is the author of Weekend?
1283,Who is the author of Empire?
1284,Who is the author of The Empire?
1285,Who is the author of One of the Family?
1286,Who is the author of The Culture of Collaboration?
1287,Who is the author of Old Money?
1288,Who is the author of Abel?
1289,Who is the author of Señor Saint?
1290,Who is the author of Het uur tussen hond en wolf?
1291,Who is the author of Eclipse?
1292,Who is the author of The Valley?
1293,Who is the author of Facing the Future?
1294,Who is the author of The Squirrel Wife?
1295,Who is the author of Moving Day?
1296,Who is the author of Close to Home?
1297,Who is the author of The Chaos Code?
1298,Who is the author of August?
1299,Who is the author of Kite?
1300,Who is the author of America's Secret War?
1301,Who is the author of Black?
1302,Who is the author of The Test?
1303,Who is the author of Darkness?
1304,Who is the author of Chelsea on the Edge?
1305,Who is the author of Men and Women?
1306,Who is the author of One More Time?
1307,Who is the author of Unknown?
1308,Who is the author of Baby?
1309,Who is the author of Time to Come?
1310,Who is the author of Template?
1311,"Who is the author of American Dream, Global Nightmare?"
1312,Who is the author of Patience?
1313,Who is the author of Neglected Aspects of Sufi Study?
1314,Who is the author of Smoke?
1315,Who is the author of The Great Perhaps?
1316,Who is the author of The Universe Around Us?
1317,Who is the author of Against the Odds?
1318,Who is the author of Branches?
1319,Who is the author of New York?
1320,Who is the author of Challenge?
1321,Who is the author of Dreams?
1322,Who is the author of Bonaparte à Malte?
1323,Who is the author of Nice People?
1324,Who is the author of Falling?
1325,Who is the author of Love All?
1326,Who is the author of The Hero?
1327,Who is the author of The Sun Chemist?
1328,Who is the author of Lotte's Gift?
1329,Who is the author of Collision?
1330,Who is the author of Always?
1331,Who is the author of The Economics and Ethics of Private Property?
1332,Who is the author of The Every Boy?
1333,Who is the author of The Middle Years?
1334,Who is the author of Chaotic?
1335,Who is the author of Embrace?
1336,Who is the author of Resistance?
1337,Who is the author of Into the Woods?
1338,Who is the author of Pearl?
1339,Who is the author of Just a Matter of Time?
1340,Who is the author of Fruits?
1341,Who is the author of Shift?
1342,Who is the author of Federation?
1343,Who is the author of Therapy?
1344,Who is the author of Gowie Corby Plays Chicken?
1345,Who is the author of Opus?
1346,Who is the author of Jääpeili?
1347,Who is the author of Prime Time?
1348,Who is the author of Trust Territory?
1349,Who is the author of Balance of Power?
1350,Who is the author of Panic?
1351,Who is the author of The Lie?
1352,Who is the author of Skinner's Rules?
1353,Who is the author of Visst katten har djuren själ!?
1354,Who is the author of Let's Not?
1355,Who is the author of Pursuit?
1356,Who is the author of Incoming?
1357,"Who is the author of Conan, Lord of the Black River?"
1358,Who is the author of Beast?
1359,Who is the author of Corridor?
1360,Who is the author of Non?
1361,Who is the author of Everything?
1362,Who is the author of Find Me?
1363,Who is the author of Partner?
1364,Who is the author of The Ball?
1365,Who is the author of Suicide?
1366,Who is the author of Witt?
1367,Who is the author of On the Road?
1368,Who is the author of The Outing?
1369,Who is the mother of Louis?
1370,What is the capital of Ungheni County?
1371,What is the capital of Gmina Secemin?
1372,What is the capital of Yunguyo Province?
1373,What is the capital of canton of Saint-Doulchard?
1374,What is the capital of arrondissement of Castellane?
1375,What is the capital of Sánchez Carrión Province?
1376,What is the capital of Chiprovtsi Municipality?
1377,What is the capital of canton of Antibes-Biot?
1378,What is the capital of canton of Harnes?
1379,What is the capital of Sal?
1380,What is the capital of Kareličy District?
1381,What is the capital of Kambarsky District?
1382,What is the capital of Gmina Brzeszcze?
1383,What is the capital of Tarussky District?
1384,What is the capital of Gmina Czorsztyn?
1385,What is the capital of Verbandsgemeinde Bad Ems?
1386,What is the capital of canton of Gordes?
1387,What is the capital of Gmina Andrespol?
1388,What is the capital of Vozhegodsky District?
1389,What is the capital of arrondissement of Nogent-le-Rotrou?
1390,What is the capital of arrondissement of Lannion?
1391,What is the capital of canton of Mirambeau?
1392,What is the capital of Saanen District?
1393,What is the capital of Plaza?
1394,What is the capital of arrondissement of Florac?
1395,What is the capital of Yalutorovsky District?
1396,What is the capital of Gmina Osiecznica?
1397,What is the capital of Gmina Radomsko?
1398,What is the capital of Gmina Babice?
